SafarMarketID,Title,Description,Latitude,Longitude,Type,Image,Slug,Rate,RateCount
4730,هتل بغدادی تاکستان قزوین,هتل بغدادی تاکستان قزوین از هتل های ۴ ستاره قزوین است که در شهر تاکستان قرار دارد. تاکستان از شهرهای مهم تولید کننده انگور در ایران است. این شهر به دلیل آثار باستانی فراوانی که دارد از جاذبه های گردشگری استان قزوین به شمار می‌رود.,36.088600158691,49.718738555908,hotels,data/uploaded_files/37d4e4493f4a591dbd7326d1.jpg,hotels/iran/takestan/baghdadi-hotel,,0
